serum,virus,replicate,concentration,fraction infectivity
3895,HK19,1,0.05,0.026734679
3895,HK19,1,0.025,0.023825517
3895,HK19,1,0.0125,0.008427259
3895,HK19,1,0.00625,0.045836229
3895,HK19,1,0.003125,0.214979024
3895,HK19,1,0.0015625,0.560496803
3895,HK19,1,0.00078125,0.886162558
3895,HK19,1,0.000390625,0.967593026
3929,HK19,1,0.05,0.714890384
3929,HK19,1,0.025,0.984274369
3929,HK19,1,0.0125,0.960013872
3929,HK19,1,0.00625,1.050626491
3929,HK19,1,0.003125,1.231348194
3929,HK19,1,0.0015625,1.141135375
3929,HK19,1,0.00078125,1.183720656
3929,HK19,1,0.000390625,1.167399644
3930,HK19,1,0.05,0.032595326
3930,HK19,1,0.025,0.091864554
3930,HK19,1,0.0125,0.293081325
3930,HK19,1,0.00625,0.678263483
3930,HK19,1,0.003125,0.907213951
3930,HK19,1,0.0015625,1.000020428
3930,HK19,1,0.00078125,1.085761472
3930,HK19,1,0.000390625,1.05455226
